,Unnamed: 0,Unnamed: 0.1,date,text
82,116,28249,2018-11-23 23:46:29,this trainer class design is so cute?? 
84,118,28251,2018-11-23 23:46:19,I just got.. an alolan Sandshrew??! 
85,120,28253,2018-11-23 23:46:12,I chose Who will you choose for your adventure on 
86,122,28255,2018-11-23 23:46:05,Look at that baby 
87,123,28256,2018-11-23 23:46:02,Cerulean Gym looks amazing! 
88,124,28257,2018-11-23 23:45:57,hello there 
89,126,28259,2018-11-23 23:45:50,Shiny Psyduck!! 
90,127,28260,2018-11-23 23:45:43,BIRD JESUS 
92,129,28262,2018-11-23 23:45:17,Best team 
97,136,28269,2018-11-23 23:44:50,I am watching the kids trade with strangers via Discord which feels weird since I traded with real people 
98,139,28272,2018-11-23 23:44:42,Dude is real pissed about being cockblocked 
100,141,28274,2018-11-23 23:44:39,Finally got something after 8 hours of hunting. 
101,142,28275,2018-11-23 23:44:29,"Ooooh, so it was THE Meowth... "
102,143,28276,2018-11-23 23:44:27,Streamin Eevee! We're at Cinnabar Island ready to face off against Blain. Come relax with us and see what happens. Stream Starts at 7PM EST!!
104,145,28278,2018-11-23 23:44:13,"I need to know, has anyone else playing gotten stuck on their Charizard in the air? I couldn't dismount even after switching to another Pokemon..."""
105,146,28279,2018-11-23 23:44:09,SHINY VULPIX!!! Get in!! 
107,152,28285,2018-11-23 23:43:31,"Goddamn, that's a double helix of heavy hangers right on this chud's chin! "
108,153,28286,2018-11-23 23:43:31,finally here... 
110,157,28290,2018-11-23 23:43:06,Would've finished sooner but finally finished the game! 
111,158,28291,2018-11-23 23:43:02,right after the shiny pikachu 
113,160,28293,2018-11-23 23:42:49,Resist the temptation. 
114,161,28294,2018-11-23 23:42:25,look at my cute girl!! she popped up from the grass while I was combo catching nidoran males 
116,164,28297,2018-11-23 23:42:12,there we go RoWOW 
118,168,28301,2018-11-23 23:41:53,Completed Elite 4 &amp; Champion with just Eevee! 
119,170,28303,2018-11-23 23:41:38,left 
120,172,28305,2018-11-23 23:41:22,this isnt the shiny ponyta i was hunting 
121,174,28307,2018-11-23 23:41:12,sounds like my ex-wife!! 
122,175,28308,2018-11-23 23:41:09,LOL i didn't saw the shiny nidoran... he looks like nidoran... (i wanted shiny nidoran not ) ^ 
123,176,28309,2018-11-23 23:41:07,Omg I'm crying from how cute this is. 
124,178,28311,2018-11-23 23:41:01,Nice 
125,181,28314,2018-11-23 23:40:54,2 shinies at the same time!! 
126,182,28315,2018-11-23 23:40:52,"Tomorrow night it's a shiny hunt, once I finish the e4 Which mon? (around 8-8:30pm EST go live) "
128,185,28318,2018-11-23 23:40:16,Going live now to Shiny Hunt Caterpie on Let's Go Eevee! 
129,186,28319,2018-11-23 23:40:14,I found my first ever shiny Pokemon!
133,190,28323,2018-11-23 23:39:36,Is true love what I'm feeling?     
134,191,28324,2018-11-23 23:39:32,"my Journey in a few minutes! Last time we randomly found a shiny bellsprout, let's keep going with that luck!"
135,195,28328,2018-11-23 23:39:22,Finally!! 
137,197,28330,2018-11-23 23:39:14,dratini... please stop .... levitating.... 
138,198,28331,2018-11-23 23:38:58,First shiny Bellsprout. 
139,199,28332,2018-11-23 23:38:55,yeeeeeaaaaaaaaa boiiiiiiiiiiiiii 
140,200,28333,2018-11-23 23:38:45,Ive always liked shiny hunting but my god its annoying in 1 in 315 chance my fat arse'
141,201,28334,2018-11-23 23:38:40,i love u 
142,202,28335,2018-11-23 23:38:39,"No stream tonight, im quite tired and want to hang out with Murf for abit, shes playing lol. Tomorrow we will be streaming again!'"
143,204,28337,2018-11-23 23:38:29,"Not only are the stats I got amazing, but you can RIDE it while it hovers "
144,205,28338,2018-11-23 23:38:25,Today's haul! 
145,207,28340,2018-11-23 23:38:06,"Eeee I was allowed to get my birthday present early and got to play The graphics are lit and the new catching mechanic is fun and refreshing. I was just playing handheld mode but I'm looking forward to trying out the pokeball plus tomorrow!"""
146,208,28341,2018-11-23 23:37:57,A WHOLE ASS NIDOKING 
147,210,28343,2018-11-23 23:37:45,"Causually popped up on my way to the elite four, without a shiny charm I might add. "
148,211,28344,2018-11-23 23:37:44,Squirtle! 
149,212,28345,2018-11-23 23:37:43,Playing Eevee in bed. :3'
150,213,28346,2018-11-23 23:37:42,How does getting the shiny charm work? it says finish the pokedex does that mean catch all 150 or do i just need to see them? i've never actually tried completing a pokedex before lol 
151,214,28347,2018-11-23 23:37:40,still no shiny.. 
152,217,28350,2018-11-23 23:37:33,LET'S GO 
154,220,28353,2018-11-23 23:37:21,Sandshrew running makes me so happy 
155,221,28354,2018-11-23 23:37:11,OMG I WAS WATCHING YOUR SHINY CHANSEY VIDEO AND THEN THIS HAPPENED. i am shocked asf damnn  
156,222,28355,2018-11-23 23:37:03,I'm proudly on Who did you choose for your adventure on 
158,225,28358,2018-11-23 23:36:48,Angry Weepinbell. 
159,226,28359,2018-11-23 23:36:46,LITERALLY TELLING YOU TO NOT PLAY THIS GAME 
161,228,28361,2018-11-23 23:36:33,Togepi Fan Club  where is my Brock to my misty?Come join me  on an adventure to be the very best Pokmon master ever! Lets Go 
162,229,28362,2018-11-23 23:36:23,how DARE you not authorize the best members of team rocket you pleb. 
163,230,28363,2018-11-23 23:36:18,FINALLY 
164,231,28364,2018-11-23 23:36:13,I love you 
165,232,28365,2018-11-23 23:36:12,AAHHHHHHHHH SHES IN THIS 
167,234,28367,2018-11-23 23:36:00,messing with the new shiny hunting mechanic 
168,235,28368,2018-11-23 23:35:54,"Got a full odds shiny Caterpie in Let's Go Pikachu!Forgot to press record tho whoops...Anyways, Metapod reclaimed in a way! :D"
169,236,28369,2018-11-23 23:35:45,I love this game 
170,237,28370,2018-11-23 23:35:44,You can talk to me or my son whenever you like
171,238,28371,2018-11-23 23:35:37,muh feeeeeeeeeeeeels 
173,240,28373,2018-11-23 23:35:31,nerd corner 
174,242,28375,2018-11-23 23:35:23,Poor Brock. 
176,244,28377,2018-11-23 23:35:11,"Tmw you start shiny hunting in and then you get the dreaded ""Console Battery Low"" well shit...'"
177,245,28378,2018-11-23 23:35:01,"Yeah, we are nerds "
178,248,28381,2018-11-23 23:34:18,what to do now? 
179,249,28382,2018-11-23 23:34:01,Shiny hunting dratini and he showed up 
180,250,28383,2018-11-23 23:34:00,did my pikachu just look insulted? 
181,251,28384,2018-11-23 23:33:57,My shiny Charizard *.* 
182,252,28385,2018-11-23 23:33:54,"Nintendo, it's okay for wild animals to attack if awoken. You don't need to bullshit it. "
183,255,28388,2018-11-23 23:33:48,*LETS GO SPOILERS*literally me at that fucking squirtle in the last video i posted 
184,256,28389,2018-11-23 23:33:48,I got 2 Great Balls. 
185,257,28390,2018-11-23 23:33:48,Question about leaving an area reset a chain?'
187,260,28393,2018-11-23 23:33:31,We got the bread! 
188,262,28395,2018-11-23 23:33:16,level 9 to 32 ina day. so broken 
189,263,28396,2018-11-23 23:33:04,Pokemon Rap According to Google TranslateHow many can Google Translate get right? Come up with a prediction real quick. Got it? Lets see! 
190,264,28397,2018-11-23 23:33:01,No idea Wigglytuff was that big 
191,266,28399,2018-11-23 23:32:50,"Needa sandshrew, mankey, grimer, and scyther hmu and I can give you the gender exclusives "
192,267,28400,2018-11-23 23:32:42,I guess they get sleepy after all... 
193,268,28401,2018-11-23 23:32:42,It's Eevee Time. 
195,270,28403,2018-11-23 23:32:39,He big boy now 
196,271,28404,2018-11-23 23:32:34,i wonder who he stans 
198,274,28407,2018-11-23 23:32:00,This is ridiculousand andand I love it 
199,275,28408,2018-11-23 23:32:00,NICE! Extra Masterballs in More Info Here: 
200,276,28409,2018-11-23 23:31:48," KANTO STARTER TRIFECTA, COMPLETE! POKMON LET'S GO PIKACHU &amp; EEVEE! - Gameplay Walkthrough Part 7 TUNE IN: "
201,278,28411,2018-11-23 23:31:45,completed first ever pokedex! 
202,281,28414,2018-11-23 23:31:29,Getting so real in this game. 
204,283,28416,2018-11-23 23:31:23,Pi Pi Pi! As a Clefairy fan I can dig this! :D 
205,284,28417,2018-11-23 23:31:22,Damn right 
206,285,28418,2018-11-23 23:30:49,THE END. 
207,286,28419,2018-11-23 23:30:45,My my 
208,287,28420,2018-11-23 23:30:40,bless you :3 
211,291,28424,2018-11-23 23:30:12,Blasting off! 
212,296,28429,2018-11-23 23:29:29,THIS IS THE BEST GAME EVER CREATED 
213,297,28430,2018-11-23 23:29:26,I find Pikachu's running and cry when you ask it to return to be darned adorable 
214,298,28431,2018-11-23 23:29:25,"Finally after all these years, I get to join Team Rocket!  I'm gonna have to adopt a menacing laugh now.  Hue hue hue!"
215,299,28432,2018-11-23 23:29:21,I found some drugs. 
217,302,28435,2018-11-23 23:29:05,Guys I think my Eevee is broken!  
218,303,28436,2018-11-23 23:29:03,Mega Evolution is where this shiny really shines!  
219,305,28438,2018-11-23 23:29:00,Boss. 
220,307,28440,2018-11-23 23:28:44,Just completed my pokedex!!!!!! 
221,309,28442,2018-11-23 23:28:43,Seeing Bill as Nidorino brings me more joy than it probably should. 
222,310,28443,2018-11-23 23:28:43,do you mind 
223,311,28444,2018-11-23 23:28:38,this is gonta now 
224,312,28445,2018-11-23 23:28:35,On my 60th combo waiting for that shiny pikachu lol 
226,315,28448,2018-11-23 23:28:06,I've been shiny hunting and still have nothing to show for it and my mons are too buff for where I am 
227,316,28449,2018-11-23 23:28:00,Clip from stream at the moment playing 
228,317,28450,2018-11-23 23:27:59,I'm now convinced that Pikachu is the cutest thing ever lol 
229,318,28451,2018-11-23 23:27:52,2nd Shiny! 
230,319,28452,2018-11-23 23:27:38,"Partnership, Friendship &amp; Love shown in one single picture "
231,320,28453,2018-11-23 23:27:36,Pokmon is life.And to live is to play games.
232,321,28454,2018-11-23 23:27:27,I WILL TRAVEL ACROSS THE LAND
234,324,28457,2018-11-23 23:27:20,Shiny Pidgey ran away... :( 
235,325,28458,2018-11-23 23:27:12,cubone is so smoll 
236,331,28464,2018-11-23 23:26:40,I can finally get to shiny hunting yeeeh 
238,333,28466,2018-11-23 23:26:20,Famille roucool en shiny 
239,334,28467,2018-11-23 23:26:20,love this game 
240,335,28468,2018-11-23 23:26:12,Look what hatched out of my egg!If you did not add me shoot me a friend request my code is5982 4229 5315Doing my best to get some gifts to all the community who added me! 
241,337,28470,2018-11-23 23:25:42,I got a legendary pokemon finally! 
242,338,28471,2018-11-23 23:25:40,"this is literally the ""where do you work out? the library"" comic"
243,340,28473,2018-11-23 23:25:09,"Let's Go was pretty good! Didn't like everything, but when do you ever? Following Pokemon good, Go capture mechanics bad. "
245,343,28476,2018-11-23 23:24:32,You've gotta be kidding me....... 
246,344,28477,2018-11-23 23:24:18,Just let me join 
248,348,28481,2018-11-23 23:24:03,Stream starting in 5 minutes We're gonna mix it up a bitFirst some Then some D&amp;D Might throw some making emotes in too 
249,349,28482,2018-11-23 23:23:56,Finally found a shiny Ponyta! It's beautiful. 
250,350,28483,2018-11-23 23:23:33,Looking for shiny bulbasaur like...
251,351,28484,2018-11-23 23:23:31,neat! 
252,354,28487,2018-11-23 23:23:08,And Ed never woke up again. The End. 
253,355,28488,2018-11-23 23:22:53,OK... I am in love with this Eevee! She is mine and no one can touch her! 
254,356,28489,2018-11-23 23:22:49,shiny 
255,357,28490,2018-11-23 23:22:46,I was expecting a master to be better:( 
257,359,28492,2018-11-23 23:22:34,Just earned my diploma 
258,360,28493,2018-11-23 23:22:27,Bebou 
259,361,28494,2018-11-23 23:22:22,also.. my random squirtle that i got on todays stream is ready for the big leagues 
260,362,28495,2018-11-23 23:22:21,can't imagine why 
262,365,28498,2018-11-23 23:21:55,"marley you beautiful being, you deserve nothing but the best "
264,368,28501,2018-11-23 23:21:26,I have the cutest Pikachu ever 
266,372,28505,2018-11-23 23:21:04,my son................................ 
268,374,28507,2018-11-23 23:21:03,smol machoke 
269,376,28509,2018-11-23 23:20:49,took forever but finaly got my first shiny 
270,377,28510,2018-11-23 23:20:47,she nap 
271,378,28511,2018-11-23 23:20:47,Got a random turd in cerulean cave 
273,382,28515,2018-11-23 23:19:54,10/10 GOTY Would die for this young man 
274,383,28516,2018-11-23 23:19:50,Shiny Raticate! I almost didn't see it cause it spawned behind a pillar! 
275,384,28517,2018-11-23 23:19:26,"ATTENTION POKEMON HUNTERS!! Im going LIVE right nowwww on some !Im out hunting so I'm doing open trades with followers, so come tell me what you still need!come check it out at where big things happen! "
276,386,28519,2018-11-23 23:19:14,you dare question my pikachu?? 
278,390,28523,2018-11-23 23:18:53,I'm now the reigning Champion! 
279,391,28524,2018-11-23 23:18:44,Come to the party! We're gettin our badge and ... maybe a SHINY?? 
280,392,28525,2018-11-23 23:18:39,"Episode 10 of my playthrough will PREMIERE at 6:00 PM (PT) today, where we go through the Rock Tunnel! "
281,394,28527,2018-11-23 23:18:23,This Raticate just used instant transmission. 
282,395,28528,2018-11-23 23:18:22,SECOND SHINY ON MY SHINY PLAYTHROUGH! got it while watching get his oddish on youtube! same patch as 
283,397,28530,2018-11-23 23:18:13,SHINY! 
284,398,28531,2018-11-23 23:18:11,OMG DEFINCH IS LIVE NOW             YouTube: 
285,399,28532,2018-11-23 23:18:05,UPDATE I caught her 
287,402,28535,2018-11-23 23:17:37,"New video up on Pokemon Lets go Eevee, I LOOOOVE this game! Check it out! @Evict"
288,404,28537,2018-11-23 23:17:16,TWO SHINY ZUBAT IN A ROW GRINDING CERULEAN CAVE ITEMS 
289,408,28541,2018-11-23 23:16:41,love the exp from catching chansey! 
292,414,28547,2018-11-23 23:15:50,Full odds with a lure. What is up second shiny in game. :) 
293,417,28550,2018-11-23 23:15:40,Lorelei looks gorgeous oh my goodness 
294,418,28551,2018-11-23 23:15:37,More Shiny hunting for my Pikachu  on Pokmon Lets Go and Happy Friday guys! LIVE: 
295,419,28552,2018-11-23 23:15:36,In and looking for something awesome to do? Come hang out with our at Garden City and play some and more great games for 
297,424,28557,2018-11-23 23:15:17,"My Pikachu,    Chuck, throwing his hat in the talk show circuit! Its the Arsenio Hall from the 90's! "
300,427,28560,2018-11-23 23:14:58,I'm now the champion of the Kanto region once again! 
301,428,28561,2018-11-23 23:14:46,"Shiny gifted Charmander. No resets, just luck. "
302,429,28562,2018-11-23 23:14:21,I see what you did there 
303,430,28563,2018-11-23 23:14:20,hanging out with my daughters 
304,434,28567,2018-11-23 23:14:07,INSANE LUCK! NO SHINY CHARM!!! 
305,435,28568,2018-11-23 23:13:54,"Charizard, my bro, you know you don't have any business showing up around me unless you're shiny "
306,437,28570,2018-11-23 23:13:42,We done it folks. 
308,441,28574,2018-11-23 23:13:05,Noice 
310,444,28577,2018-11-23 23:12:55,Heres two of the random shiny i got as well 
311,447,28580,2018-11-23 23:12:39,Capturing ghastly on  and on 
312,448,28581,2018-11-23 23:12:31,20% off on a Nintendo Switch Super Smash Bros. Just $399.99!More info:  
313,449,28582,2018-11-23 23:12:28,YES!!! I NAMED HER MAYA 
314,450,28583,2018-11-23 23:12:14,got my first level 100 
315,451,28584,2018-11-23 23:12:12,"FUCK, were in the timeline where ash didn't save his charmander "
316,452,28585,2018-11-23 23:12:11,fuxking love this scene.. Cubone is btw my favorite Pokmon &lt;3 
318,456,28589,2018-11-23 23:12:01,AAAAAA my first shiny in and it's a Chansey! 
320,460,28593,2018-11-23 23:11:49,Starting our Playthrough!!! Naming Our Pokemon after Subscribers!!! Come hang out :) 
321,461,28594,2018-11-23 23:11:39,Best legendary! Don't me 
322,462,28595,2018-11-23 23:11:38,272 trades later... 
324,464,28597,2018-11-23 23:11:24,number 2! 
325,465,28598,2018-11-23 23:11:24,crazy luck 
326,466,28599,2018-11-23 23:11:09,Working on collecting candies 
327,467,28600,2018-11-23 23:11:00,sneezy baby... 
328,468,28601,2018-11-23 23:11:00,This game is adorable 
329,469,28602,2018-11-23 23:10:53,"HARDER Sandshrew, you must go HARDER!!! "
331,472,28605,2018-11-23 23:10:45,check out my sweet ride! 
332,473,28606,2018-11-23 23:10:41,Planning on going live in an hour or 2! Streaming some Pikachu! 
333,475,28608,2018-11-23 23:10:37,And a second one... 
335,479,28612,2018-11-23 23:10:20,Lets get it on boisssss!'
336,481,28614,2018-11-23 23:10:14,"My parents told me not to talk to strangers, Mr. Mime! "
337,482,28615,2018-11-23 23:10:13,precious mini-me 
338,485,28618,2018-11-23 23:09:40,Shiny fish! 
340,487,28620,2018-11-23 23:09:30,GOTTA CATCH EM ALL 
341,488,28621,2018-11-23 23:09:24,lmao back off creep 
342,489,28622,2018-11-23 23:09:24,My shiny Rapidash from GO 
343,490,28623,2018-11-23 23:09:22,Current shinies! pt. 2 
346,495,28628,2018-11-23 23:08:46,almost all of the gang is here today for the start of my new journey with Lets Go Eevee. 
347,496,28629,2018-11-23 23:08:36,that was the cutest shit ;_;      
348,497,28630,2018-11-23 23:08:32,Turns out Eevee has a talent for impersination 
350,499,28632,2018-11-23 23:08:19,Current shinies! pt. 1 
351,501,28634,2018-11-23 23:08:15,"Saffron City, oooh Sabrina dat bitty. "
352,502,28635,2018-11-23 23:08:05,I'm not even in a combo catch anymore... 
353,503,28636,2018-11-23 23:08:02,shiny charm already working 
356,507,28640,2018-11-23 23:07:46,"Had a good time streaming today, been having a blast with We've collected 31/150 of shiny Pokmon so far, who would have known hunting them would be so fun?! I'm going to continue hunting tomorrow and I can't wait!  "
357,510,28643,2018-11-23 23:07:36,SHE WAS SO MAD 
361,514,28647,2018-11-23 23:07:04,Noooo my chainnn whyyyy 
362,516,28649,2018-11-23 23:06:50,sonny 
364,518,28651,2018-11-23 23:06:44,Clefable's gonna slap a bitch 
367,522,28655,2018-11-23 23:06:14,Took me legit 12 hours for this one but worth it 
368,523,28656,2018-11-23 23:06:01,Pokemon Let's Go Episode 7: 3rd Gym Battle! via 
369,524,28657,2018-11-23 23:05:59,This boy 
370,525,28658,2018-11-23 23:05:58,I love this cinematics. Thank you GameFreak! 
371,526,28659,2018-11-23 23:05:50,Good ol' comfy shorts Ben! How could you ever forget him? :) 
372,527,28660,2018-11-23 23:05:46,"Oh sweet, I got blue balls "
373,529,28662,2018-11-23 23:05:36,Angry pissed off Sabrina and cute humble Sabrina are both fantastic 
374,530,28663,2018-11-23 23:05:36,"Hey friends :)Whatever part of the day it is for you, I hope you're doing well.What's on the agenda for you today?Me? I'm watching Season 5 of with then getting ready for a late night &amp; stream.Tell me all about it "
375,531,28664,2018-11-23 23:05:34,wise words
376,532,28665,2018-11-23 23:05:17,awesome stream 2 shinies in :D thankyou so much for the raids and passed the raids onto go drop him a follow :D'
377,533,28666,2018-11-23 23:05:13,150 noshiny yet 
378,537,28670,2018-11-23 23:04:41,THAT WAS SO CUTE 
379,539,28672,2018-11-23 23:04:21,You're too kind 
380,540,28673,2018-11-23 23:04:05,ok now THIS is epic 
382,543,28676,2018-11-23 23:03:55,I've never loved anything more in my entire life 
383,545,28678,2018-11-23 23:03:30,True man of culture! 
384,546,28679,2018-11-23 23:03:21,same 
385,547,28680,2018-11-23 23:03:11,I WAS CHAINING GROWLITHE AND THIS HAPPENED 
386,548,28681,2018-11-23 23:03:06,last of my spam. pikachu likes belly rubs 
387,549,28682,2018-11-23 23:03:05,Magi: Kingdom of Magic 
388,551,28684,2018-11-23 23:03:02,"We NEED 200 candies, and need help making COME give your ideas on stream "
389,554,28687,2018-11-23 23:03:00,Go Aspicot ! 
391,556,28689,2018-11-23 23:02:42,"I'm not like my boyfriend and get done with all the 8 gyms I 2-3 days, but I am proud of my self for getting all the gyms now (a week later) and a bird "
392,559,28692,2018-11-23 23:02:20,"After 22 years, this guy still hasn't finished construction "
393,561,28694,2018-11-23 23:02:01,i broke my chain /just before this/ tho ????? 
394,564,28697,2018-11-23 23:01:37,"Finally! After a combo of 86 and 4 days later, shiny magnet was added to the team   "
396,567,28700,2018-11-23 23:01:21,Took me 5 hours to catch this shiny beauty 
397,569,28702,2018-11-23 23:00:51,Finally caught my first shiny bois! 
398,571,28704,2018-11-23 23:00:39,Me looking for a heck to give  
399,574,28707,2018-11-23 23:00:36,Best day of my life 
405,581,28714,2018-11-23 22:59:49,WANT A COPY OF THE NEW POKEMON??? I am doing a give away on my stream!! I will be starting my stream at 9:30pm central time!! All you have to do is follow the stream!!
407,584,28717,2018-11-23 22:59:44,make sure your doctor checks your prostate 
408,585,28718,2018-11-23 22:59:42,So I did a thing ;P 
409,586,28719,2018-11-23 22:59:38,We did it lads!!!!!!! 
410,587,28720,2018-11-23 22:59:23,"is the first time I will attempt shiny hunting. Knowing that I can control the nature 100% and not ""accidentally"" break the chain myself are awesome. That combined with the ability to max an IV at level 100 make me quite happy.'"
411,588,28721,2018-11-23 22:59:21,When a woman has an opinion online. 
413,592,28725,2018-11-23 22:59:06,a gentleman 
414,593,28726,2018-11-23 22:59:06,Had such a great time playing this we are going to keep rolling on with tonight at 7pm EST! 
415,594,28727,2018-11-23 22:59:05,"New episode of the LP is up! Take on Erika, RT! :] "
416,595,28728,2018-11-23 22:59:04,3Shiny Eevee during this event  where is the other shinys  ? 
417,596,28729,2018-11-23 22:59:01,I combod 30 more Rattata and got another shiny at 22. Hoping to find a third! Wish me luck! 
420,600,28733,2018-11-23 22:58:16,Starting up Day 3 of Come join the adorableness! 
421,601,28734,2018-11-23 22:58:13,"I just caught a shiny male doduo, casually walking down a street. How should I name him?"
422,603,28736,2018-11-23 22:58:10,Had to double take when this spawned!! 
423,604,28737,2018-11-23 22:58:09,Wow I hate everything 
425,606,28739,2018-11-23 22:57:56,X-Force 
427,609,28742,2018-11-23 22:57:37,Found some Pokmon on my work break today and sent them over. 
428,610,28743,2018-11-23 22:57:29,My fantastic Pokemon-team in : 
432,616,28749,2018-11-23 22:56:52,"Still shiny hunting for a Machop and I find a Geodude, another random shiny im not looking for.. "
433,617,28750,2018-11-23 22:56:51,OH NO I MADE HER SAD D: 
435,620,28753,2018-11-23 22:56:42,ICYMI - yesterday we posted our review discussion of Eevee! We didnt play the Pikachu version but guess its probably fun too? 
436,621,28754,2018-11-23 22:56:39,I'm back with more of my randomizer nuzlocke! We got gym leaders randomized now and we're still experimenting as we go. :] 
437,622,28755,2018-11-23 22:56:38,That time Pikachu tapped into the Speed Force to stop Pidgeotto 
438,628,28761,2018-11-23 22:56:02,i hate this game 
439,630,28763,2018-11-23 22:55:53,I am on a roll !!! think I have time for one more shiny hunt before bed  
440,632,28765,2018-11-23 22:55:49,we ride 
441,633,28766,2018-11-23 22:55:47,Bruh 
442,634,28767,2018-11-23 22:55:34,todays team 
443,636,28769,2018-11-23 22:55:16,I'm watching play live on Twitch right now. Join us! 
444,637,28770,2018-11-23 22:55:10,Probably my favourite NPC line in this game 
445,639,28772,2018-11-23 22:54:54,About to go live with more see you in chat! 
446,640,28773,2018-11-23 22:54:48,A careful mountain dweller joins our party... 
447,641,28774,2018-11-23 22:54:45,"Brain after playing Let\'s Go Eevee: ""Draw Ba-""Me: ""Done""  "
