,Unnamed: 0,Unnamed: 0.1,date,text
179,349,94193,2018-11-19 23:45:47,Who's going to win? 
181,353,94197,2018-11-19 23:45:37,"One thing i can't wait for is.. The holidays to be over, i just want get my hands on already. Torture seeing everyone playing theirs... I just want to cry. """
182,357,94201,2018-11-19 23:45:24,"would be great, but I'm here to help as well! "
183,361,94205,2018-11-19 23:45:19,No need to tell me what I already know. 
184,362,94206,2018-11-19 23:45:14,I did not see this coming 
186,365,94209,2018-11-19 23:45:11,i love that they add new scenes centered around your partner 
187,370,94214,2018-11-19 23:44:59,My champion team! 
188,372,94216,2018-11-19 23:44:57,Here we go 
189,377,94221,2018-11-19 23:44:50,the dialog changes are the most interesting 
190,380,94224,2018-11-19 23:44:40,Another win! 
193,386,94230,2018-11-19 23:44:24,I hate this game sometimes... 
194,389,94233,2018-11-19 23:44:23,Caught 
195,392,94236,2018-11-19 23:44:22,will do no such thing! 
197,397,94241,2018-11-19 23:44:16,GAME IS TOO HARD  
200,401,94245,2018-11-19 23:44:05,...so we meet again... 
201,403,94247,2018-11-19 23:43:55,Hi is this where I can sign up to join team rocket? 
202,407,94251,2018-11-19 23:43:52,...Please tell me you're joking.
203,409,94253,2018-11-19 23:43:50,flute might come in handy. 
204,411,94255,2018-11-19 23:43:43,may I please private message you ma'am  
205,421,94265,2018-11-19 23:43:22,Introducing our first Team Event! Choose your team wisely! Sign-up details can be found in our Announcement page! 
206,422,94266,2018-11-19 23:43:17,over? Then I better go help liberate Saffron City from Team Rocket! 
207,424,94268,2018-11-19 23:43:12,My son 
208,427,94271,2018-11-19 23:43:03,"tonight!!!!!!! 10pm est, be there!!!!'"
209,430,94274,2018-11-19 23:42:50,1st shiny other than zubats or golbats lets go! 
210,431,94275,2018-11-19 23:42:49,Caught this dude back on rt. 22. Boy oh boy do I know how to pick em
211,432,94276,2018-11-19 23:42:48,"Hello, old friend.  "
212,436,94280,2018-11-19 23:42:44,My first shiny 
213,437,94281,2018-11-19 23:42:38,Oh yeah. I named my rival after you. 
214,438,94282,2018-11-19 23:42:31,"Found a place for my posters, on either side of my blue screen. These are beautiful things, well worth the extra money to preorder the games a second time from GameStop.Speaking of, don't forget to enter the giveaway! Only a few hours left! Check my pinned Tweet. "
215,444,94288,2018-11-19 23:42:02,the Pokeball Plus controller is actually really amazing. it feels so natural and perfect to the game. its got a great sturdy feel and weight to it that feels just right. i havent even left Pallet Town and i'm loving this so far
216,448,94292,2018-11-19 23:41:58,Fuji was involved in some kind of research? 
217,452,94296,2018-11-19 23:41:46,Lt. Surge parla come i pro di Splatoon 
219,454,94298,2018-11-19 23:41:43,I fucking love this game 
220,455,94299,2018-11-19 23:41:36,Critical hit to the nostalgia 
221,459,94303,2018-11-19 23:41:30,"My just arrived! It took a little longer than it should have, but it was worth the wait to get the plush :D "
222,461,94305,2018-11-19 23:41:20,"Start a shiny hunt for a Charmander, get a first encounter Shiny Onix!!!via @YouTube'"
223,465,94309,2018-11-19 23:41:06,nintendo showing pokemon quest and let's go games in this 
224,467,94311,2018-11-19 23:41:03,"Cubone. Don't worry, we'll avenge your mother. "
225,471,94315,2018-11-19 23:40:55,This game is pretty fudgen cute 
226,473,94317,2018-11-19 23:40:46,Hi you amazing people!!! I've missed you guys!! To make up for falling asleep last night and not streaming I figure I will go live today!! Gonna do some heckin chat's with some tunes before more Pokemon Let's Go!!
227,474,94318,2018-11-19 23:40:38,Need someone to trade with in to evolve my Kadabra.'
228,475,94319,2018-11-19 23:40:37,gladi brought you over 
229,476,94320,2018-11-19 23:40:36,Shiny hunting begins...... NOW 
230,477,94321,2018-11-19 23:40:35,I AM LOVE. 
231,481,94325,2018-11-19 23:40:24,so cute 
232,482,94326,2018-11-19 23:40:23,Only took 250 catches in 7 hours to get this bad boy. FeelsGoodTired 
233,489,94333,2018-11-19 23:40:12,"I know with I can make a charm of Eevee now, but with that being said... Is there any other pokemon or franchise youd like charm sets for? Comment below! "
234,492,94336,2018-11-19 23:40:02,I'm expecting shinies everywhere 
235,494,94338,2018-11-19 23:39:59,Back tonight with stream of Eevee at 7pm EST on Part 3 will take me through rock tunnel to Lavender Town for some spooky ghost action! 
236,497,94341,2018-11-19 23:39:59,More Eevee tonight. We're on our way through Rock Tunnel into Lavender Town. Come relax with us. It'll be fun and you can laugh at my idiocy.
237,500,94344,2018-11-19 23:39:54,"big ghost is actually the spirit of Cubone's mother, Marowak! "
238,501,94345,2018-11-19 23:39:53,2 sec after turning the game on lol 
239,507,94351,2018-11-19 23:39:41,"dunno, if we go by GO logic they kinda were all over the place here "
241,512,94356,2018-11-19 23:39:32,Those were the memories to treasure! I remember transferring some of my to and seeing them in better graphics. It was spectacular. I think it's similar to what and do with 
242,515,94359,2018-11-19 23:39:30,I just had to do fan art of the new Pokemon game it's so dang cute!!!
244,522,94366,2018-11-19 23:39:18,"The first i caught on my adventure in has fully evolved, Vines my Victreebel.   "
245,525,94369,2018-11-19 23:39:08,i friggen hope not 
246,528,94372,2018-11-19 23:38:51,Cucked 
247,530,94374,2018-11-19 23:38:46,Send Help 
248,532,94376,2018-11-19 23:38:44,Yessss Ive never been so ready!! 
249,535,94379,2018-11-19 23:38:41,Shiny Rhyhorn After 9 hours at 1:36am!!!! 
250,537,94381,2018-11-19 23:38:34,"this Sliph Scope, I can reveal that the ghosts are actually just um... Ghost-Type Pokemon. "
251,538,94382,2018-11-19 23:38:33,Thanks? 
254,541,94385,2018-11-19 23:38:17,Going live right NOW!!!! Starting with some up in here  @thehellzarmy'
255,544,94388,2018-11-19 23:38:03,Shiny!! 
256,545,94389,2018-11-19 23:38:00,My first shiny ! (no chain) 
257,547,94391,2018-11-19 23:37:57,S.S. Anne 
260,550,94394,2018-11-19 23:37:47,"mostly looks good, but Ekans can't go two seconds without clipping through the ground. "
261,551,94395,2018-11-19 23:37:43,love 
262,554,94398,2018-11-19 23:37:40,dis you. 
263,555,94399,2018-11-19 23:37:40,I'm really enjoying I'm ready to Step Up as The Official Gym leader of Come Fight me Bro! 
264,557,94401,2018-11-19 23:37:33,online battles with my Mew 
265,559,94403,2018-11-19 23:37:27,"Ninja Gaiden first, then Pokmon.AKA, Something Salty, something Sweet. "
266,560,94404,2018-11-19 23:37:27,What it's like to cross paths with a fellow trainer in 
271,575,94419,2018-11-19 23:37:04,Okay time to take over the world. 
275,583,94427,2018-11-19 23:36:47,Someone mentioned the cinematography of the new game which was strange 
276,584,94428,2018-11-19 23:36:45,Tried looking for dragonite until I found this out in the open on route 2 awesomee 
278,588,94432,2018-11-19 23:36:35,she angry 
279,590,94434,2018-11-19 23:36:30,"Been playing Pokemon Lets Go all night, got to Fuschia and transferred about 40 Pokemon from Pokemon Go, at 101 on the Pokedex already! "
282,595,94439,2018-11-19 23:36:23,"So..... you wanna complete your dex, huh? "
284,600,94444,2018-11-19 23:36:12,Hello my shiny friend  
285,606,94450,2018-11-19 23:35:48,Setting Snorlax as the Pokemon following you  
288,615,94459,2018-11-19 23:35:29,"i have no idea, man "
289,617,94461,2018-11-19 23:35:27,My Meltan farm! 
291,630,94474,2018-11-19 23:35:04,Love this game! 
292,632,94476,2018-11-19 23:35:01,Looking to do my first official shiny hunting stream soon on Twitch for Who should I go for?'
293,641,94485,2018-11-19 23:34:43,"Yeah, I go to the gym. "
295,647,94491,2018-11-19 23:34:27,I can live with this 
297,651,94495,2018-11-19 23:34:23,"Ok guys this is like very important, which game should I get?! '"
298,652,94496,2018-11-19 23:34:23,SKSNCFJRNXKS I FINALLY GOT MY BLUE BABY BOY 
299,654,94498,2018-11-19 23:34:17,EXCUSE ME WHAT 
300,655,94499,2018-11-19 23:34:17,Really? You don't look too happy 
301,657,94501,2018-11-19 23:34:13,Aloha Geodude is such a bad look 
302,658,94502,2018-11-19 23:34:13,come at me bro 
304,660,94504,2018-11-19 23:34:10,The ONLY way to travel 
305,667,94511,2018-11-19 23:33:54,Let's gooo!!! 
307,671,94515,2018-11-19 23:33:33,Dating advice from James 
310,681,94525,2018-11-19 23:33:22,giggity 
311,684,94528,2018-11-19 23:33:16,Sabrina is my favorite Kanto gym leader. 
314,693,94537,2018-11-19 23:32:54,Casually getting hit while underground 
315,695,94539,2018-11-19 23:32:50,Pokmon: Let's Go is a constant delight. I didn't expect to like the format changes as much as I do. Now I actually hope the series moves away from random battles. My review for 
316,696,94540,2018-11-19 23:32:48,"Hi, yes, occasionally streaming is stressful and everything breaks, like, 2 minutes before you're supposed to go live. But here we are, because Eevee believes in us no matter what. Live with some "
317,697,94541,2018-11-19 23:32:46,this absolute mad lad 
319,703,94547,2018-11-19 23:32:26,On the machine tonight! 8 PM EST - Playing  - Come hang out! 
321,706,94550,2018-11-19 23:32:04,Cake anyone? 
322,707,94551,2018-11-19 23:31:59,She's so cute!!! Glad I've had a good shiny hunt! 
323,711,94555,2018-11-19 23:31:40,reclaim after having one run before. 
325,714,94558,2018-11-19 23:31:37,We cute af 
326,719,94563,2018-11-19 23:31:32,"players help me. For the Alolan trades, does the Pokemon you recieve have the same IVs as the one you trade?'"
327,720,94564,2018-11-19 23:31:31,After playing for about 40hours so far this weekend.. I think its about time to show a little bit of love again  '
328,724,94568,2018-11-19 23:31:27,Does Alolan Vulpix still evolve with an Ice Stone in ?'
329,727,94571,2018-11-19 23:31:23,Getting ready for the holidays. Playing some between queues in Leveling stuff up before we leave for vacation! 
330,728,94572,2018-11-19 23:31:23,"see, because it punches "
331,732,94576,2018-11-19 23:31:13,snorlax is my favorite pokemon protag 
332,739,94583,2018-11-19 23:30:57,MIKE AND MATT GOT THEIR COPIES OF 
333,741,94585,2018-11-19 23:30:51,I for one think Wartortle has the best Final Smash 
334,745,94589,2018-11-19 23:30:47,I've been playing for over 9 hours!! I can't put the game down lol 
335,748,94592,2018-11-19 23:30:37,Anyone want to be the Very Best? Like no one ever was? We now boiz! 
336,750,94594,2018-11-19 23:30:34,Only 90's kids would understand.
338,758,94602,2018-11-19 23:30:15,SHE'S BAAAAAALLLLDDDDDD    
340,760,94604,2018-11-19 23:30:12,Enjoying 
341,766,94610,2018-11-19 23:29:59,I named her Hanabi. I love her. 
342,784,94628,2018-11-19 23:29:16,CRACKED THE CODE!1/2 
343,785,94629,2018-11-19 23:29:13,this cant get any cutter ;; 
344,786,94630,2018-11-19 23:29:07,frae you sure you can drive this thing 
346,792,94636,2018-11-19 23:28:55,this is better 
347,796,94640,2018-11-19 23:28:47,Big Boy 
349,800,94644,2018-11-19 23:28:38,Really digging this game so far.  
351,805,94649,2018-11-19 23:28:31,My heart 
352,807,94651,2018-11-19 23:28:25,WHAT YOU SO CUTE FOR?! 
353,811,94655,2018-11-19 23:28:16,AAAAAAHHHHHH I'm so happy!!! 
354,814,94658,2018-11-19 23:28:09,"Look everyone, the game I was supposed to get 3 days ago came! Now I can finally play it and stop being really bitter at Amazon for the delay!!! "
356,822,94666,2018-11-19 23:27:52,Why yes you can ride on a ghost boy 
357,823,94667,2018-11-19 23:27:50,been hearing that all day 
358,827,94671,2018-11-19 23:27:43,I'm loving it!!! 
360,829,94673,2018-11-19 23:27:38,12 hours 2 days 
361,835,94679,2018-11-19 23:27:18,wait for it 
362,836,94680,2018-11-19 23:27:18,"""m-mom?"" "
363,841,94685,2018-11-19 23:27:06,trainers call bullcrap 
364,852,94696,2018-11-19 23:26:37,cue the mission impossible music were going undercover 
365,855,94699,2018-11-19 23:26:36,achoo 
366,859,94703,2018-11-19 23:26:21,Final push to finish Let's Gp. Eevee!  Come watch 
367,861,94705,2018-11-19 23:26:19,full odds shiny raticate! 
368,862,94706,2018-11-19 23:26:14,nintendo are cowards who won't let me rename this alola dugtrio 'mmmbop' 
369,868,94712,2018-11-19 23:26:00,Shine it on me 
375,889,94733,2018-11-19 23:25:26,Hail Giovanni! the great Pokemon villain ever 
376,891,94735,2018-11-19 23:25:24,Wait I actually really wanna get now where tf is my wallet'
377,892,94736,2018-11-19 23:25:22,Why is mom Alolan? 
378,893,94737,2018-11-19 23:25:18,"Well... I was 100 deep into a chain for Pikachu, but this is the same colours at least? "
379,895,94739,2018-11-19 23:25:14,add my friend code 
380,897,94741,2018-11-19 23:25:11,"8 hours of shiny hunting, and it finally spawned! Get in! "
381,898,94742,2018-11-19 23:25:04,Has anyone done this yet 
385,906,94750,2018-11-19 23:24:50,stream in t minus 10ish minutes
386,908,94752,2018-11-19 23:24:48,thanks. 
387,912,94756,2018-11-19 23:24:34,"Hoping to make it to GO Park today in Can't wait to transfer Pokemon from to clear up storage space =P"""
390,920,94764,2018-11-19 23:24:25,It flap. It looks so happy! 
391,921,94765,2018-11-19 23:24:24,PLEASE tell me if you stream this I want to watch  
392,923,94767,2018-11-19 23:24:17,i still love him 
393,924,94768,2018-11-19 23:24:10,Watch kevinkrust on Twitch throwing his pokeballs playing 
394,926,94770,2018-11-19 23:24:02,second wild shiny today 
395,928,94772,2018-11-19 23:24:01,"Hello, cute new friend! "
397,935,94779,2018-11-19 23:23:47,"Yeah, I could barely read that. Could you? "
398,938,94782,2018-11-19 23:23:34,Attempting to complete the pokedex tonight. 
399,941,94785,2018-11-19 23:23:33,Caught an Abra while farming Vulpix for my Pikachu pals  
400,943,94787,2018-11-19 23:23:31,Erstes Shiny! 
401,948,94792,2018-11-19 23:23:23,This Charmander is so stubborn i had to use a greatball 
402,953,94797,2018-11-19 23:23:09,Which game should get for 
403,959,94803,2018-11-19 23:22:55,oooooooooo one of da bbs 
404,964,94808,2018-11-19 23:22:50,Fat fucks 
406,976,94820,2018-11-19 23:22:12,that guy! 
407,978,94822,2018-11-19 23:22:10,How cute is this?! :-) 
408,980,94824,2018-11-19 23:22:05,"Felt cute, Might delete later"
409,982,94826,2018-11-19 23:22:03,Gonna be the in in 5 minutes on the Facebook page. Come and hang! 
411,987,94831,2018-11-19 23:21:54,Even Pikachu likes high fives 
413,994,94838,2018-11-19 23:21:34,Dem throws be hard. Somehow one didn't register...lol 
414,995,94839,2018-11-19 23:21:32,"what the heck, eevee's savage "
417,1003,94847,2018-11-19 23:21:16,Gotta catch em all! 
418,1005,94849,2018-11-19 23:21:10,The furry community 
420,1009,94853,2018-11-19 23:21:02,val saves the day! 
423,1017,94861,2018-11-19 23:20:44,ignore that first throw lol. this is catch no. 116 
424,1018,94862,2018-11-19 23:20:39,Is there any other way to travel? I didn't think so 
425,1020,94864,2018-11-19 23:20:31,who want Eevee?  
426,1021,94865,2018-11-19 23:20:28,Just hit odds. Kill me. 
427,1022,94866,2018-11-19 23:20:24,Got a girl Eevee right away!  
428,1028,94872,2018-11-19 23:20:19,of course it did 
430,1034,94878,2018-11-19 23:20:10,"Secret Techniques are the perfect replacement for HM's, even better than Poke Rides.Stick with that for the next game, please. "
431,1036,94880,2018-11-19 23:20:07,"""Livee ate a leaf that floated by."" "
432,1037,94881,2018-11-19 23:20:07,I took these pictures for a potential pfp 
433,1040,94884,2018-11-19 23:19:58,i can't wait either let's go!!!
434,1042,94886,2018-11-19 23:19:52,Bravo Gamefreak 
436,1045,94889,2018-11-19 23:19:43,memories from home 
437,1046,94890,2018-11-19 23:19:42,My goal is complete &lt;3 
438,1048,94892,2018-11-19 23:19:40,"I'm also intending to play more and during this time frame, fwiw. But obviously need to get my MMO fix in."""
439,1049,94893,2018-11-19 23:19:40,Welcome to the team Squirtle 
440,1050,94894,2018-11-19 23:19:32,Bugged dialog doesn't pause 
441,1051,94895,2018-11-19 23:19:31,And now we travel in style! 
443,1058,94902,2018-11-19 23:19:02,is honestly the most chill game of the year for me. Very casual laid back yet extremely fun! Don't worry I will be playing more through our the week! Maybe will join me for two player mode this week? 
446,1061,94905,2018-11-19 23:18:59,There it is!
447,1066,94910,2018-11-19 23:18:48,It kinda sucks that those capable of buying nintendo switch and lets go pikachu/eevee somehow control the game. If you want a mystery box they gonna get the best of your mons in exhange. Money is everything 
448,1072,94916,2018-11-19 23:18:34,Bring it on Elite 4 
449,1073,94917,2018-11-19 23:18:30,Second shiny! &lt;3 
450,1074,94918,2018-11-19 23:18:30,I LOVE ERIKA ;__; her gym looks so nice in this 
451,1075,94919,2018-11-19 23:18:30,Press F for Ferow 
452,1079,94923,2018-11-19 23:18:15,literally in the middle of trying to get my shiny charm and i see this what the FUCK  
453,1081,94925,2018-11-19 23:18:11,Im in constant fear that Pikachu is going to ask for attention during a meeting.  
455,1087,94931,2018-11-19 23:17:57,so my rival is either my kid or my nephew? 
457,1091,94935,2018-11-19 23:17:39,If you start tapping Pikachu's cheeks he pulls funnyfaces like he does in the anime 
458,1097,94941,2018-11-19 23:17:27,All starters caught in the wild. 
459,1098,94942,2018-11-19 23:17:21,last night... 
461,1100,94944,2018-11-19 23:17:14,starting off strong 
462,1101,94945,2018-11-19 23:17:14,Wow his tune changed fast... 
464,1105,94949,2018-11-19 23:17:03,I'm not sobbing k 
465,1106,94950,2018-11-19 23:16:58,Internet is stable. Come watch me catch Pokemons
466,1108,94952,2018-11-19 23:16:56,His tail wags when he sees an item... I love him...  
467,1110,94954,2018-11-19 23:16:50,Raiu and I meet the legendary bill 
468,1113,94957,2018-11-19 23:16:46,THE CUTEST BABY 
469,1117,94961,2018-11-19 23:16:28,oh damn? he's not just super evil dude now?? 
470,1118,94962,2018-11-19 23:16:27,Ummm.... Kids this is why you don't barge into random people's rooms. 
473,1122,94966,2018-11-19 23:16:12,My time 
474,1123,94967,2018-11-19 23:16:11,If there is one thing has proven is how great a one-handed gaming experience can be. Ive been wanting a game that I can play like this since the switch came out as the joycon feels like a natural fit for these controls. I want more games like this.'
475,1125,94969,2018-11-19 23:16:09,I'm melting 
476,1132,94976,2018-11-19 23:16:00,needy Sandslash 
477,1136,94980,2018-11-19 23:15:55,"Heh, James said ""yikes"" "
478,1139,94983,2018-11-19 23:15:48,Not a shiny but I will take almost perfect. 
480,1145,94989,2018-11-19 23:15:24,I'm glad I returned to it after a four month break and this time I bet you will never leave side again. Not with released and coming out in theaters next 
482,1152,94996,2018-11-19 23:14:45,Woohoo my favourite pokemon finally evolved 
